Heb Sort	Greek Sort	BSB Sort	Verse	Language	WLC / Nestle Base TR RP WH NE NA SBL	WLC / Nestle Base {TR} ⧼RP⧽ (WH) 〈NE〉 [NA] ‹SBL› [[ECM]]	Translit	Parsing	Parsing	Str Heb	Str Grk	VerseId	Hdg	Crossref	Par	Space	begQ	 BSB version 	pnc	endQ	footnotes	End text
999999	147017	678755	28334	Greek	τῆς	τῆς	tēs	Art-GFS	Article - Genitive Feminine Singular		3588							 the 				
999999	147018	678756	28334	Greek	ἀγάπης	ἀγάπης	agapēs	N-GFS	Noun - Genitive Feminine Singular		26							 love 				
999999	147019	678757	28334	Greek	τοῦ	τοῦ	tou	Art-GNS	Article - Genitive Neuter Singular		3588							 of the 				
999999	147020	678758	28334	Greek	Πνεύματος	Πνεύματος	Pneumatos	N-GNS	Noun - Genitive Neuter Singular		4151							 Spirit 	,			
999999	147021	678759	28334	Greek	συναγωνίσασθαί	συναγωνίσασθαί	synagōnisasthai	V-ANM	Verb - Aorist Infinitive Middle		4865							 to join me in my struggle 				
999999	147022	678760	28334	Greek	μοι	μοι	moi	PPro-D1S	Personal / Possessive Pronoun - Dative 1st Person Singular		1473							 . . . 				
999999	147023	678761	28334	Greek	ἐν	ἐν	en	Prep	Preposition		1722							 by 				
999999	147024	678762	28334	Greek	ταῖς	ταῖς	tais	Art-DFP	Article - Dative Feminine Plural		3588							 - 				
999999	147025	678763	28334	Greek	προσευχαῖς	προσευχαῖς	proseuchais	N-DFP	Noun - Dative Feminine Plural		4335							 praying 				
999999	147028	678764	28334	Greek	πρὸς	πρὸς	pros	Prep	Preposition		4314							 to 				
999999	147029	678765	28334	Greek	τὸν	τὸν	ton	Art-AMS	Article - Accusative Masculine Singular		3588							 - 				
999999	147030	678766	28334	Greek	Θεόν	Θεόν	Theon	N-AMS	Noun - Accusative Masculine Singular		2316							 God 				
999999	147026	678767	28334	Greek	ὑπὲρ	ὑπὲρ	hyper	Prep	Preposition		5228							 for 				
999999	147027	678768	28334	Greek	ἐμοῦ	ἐμοῦ	emou	PPro-G1S	Personal / Possessive Pronoun - Genitive 1st Person Singular		1473							 me 	.			
999999	147031	678769	28334	Greek																		
999999	147032	678770	28334	Greek																		
999999	147033	678771	28334	Greek																		
999999	147034	678772	28334	Greek																		
999999	147035	678773	28334	Greek																		
999999	147036	678774	28334	Greek																		
999999	147037	678775	28334	Greek																		
999999	147038	678776	28334	Greek																		
999999	147039	678777	28334	Greek																		
999999	147040	678778	28334	Greek																		
999999	147042	678779	28335	Greek	ἵνα	ἵνα	hina	Conj	Conjunction		2443	Romans 15:31						 [Pray] that 				
999999	147043	678780	28335	Greek	ῥυσθῶ	ῥυσθῶ	rhysthō	V-ASP-1S	Verb - Aorist Subjunctive Passive - 1st Person Singular		4506							 I may be delivered 				
999999	147044	678781	28335	Greek	ἀπὸ	ἀπὸ	apo	Prep	Preposition		575							 from 				
999999	147045	678782	28335	Greek	τῶν	τῶν	tōn	Art-GMP	Article - Genitive Masculine Plural		3588							 the 				
999999	147046	678783	28335	Greek	ἀπειθούντων	ἀπειθούντων	apeithountōn	V-PPA-GMP	Verb - Present Participle Active - Genitive Masculine Plural		544							 unbelievers 				
999999	147047	678784	28335	Greek	ἐν	ἐν	en	Prep	Preposition		1722							 in 				
999999	147048	678785	28335	Greek	τῇ	τῇ	tē	Art-DFS	Article - Dative Feminine Singular		3588							 - 				
999999	147049	678786	28335	Greek	Ἰουδαίᾳ	Ἰουδαίᾳ	Ioudaia	N-DFS	Noun - Dative Feminine Singular		2449							 Judea 	,			
999999	147050	678787	28335	Greek	καὶ	καὶ	kai	Conj	Conjunction		2532							 and [that] 				
999999	147053	678788	28335	Greek	μου	μου	mou	PPro-G1S	Personal / Possessive Pronoun - Genitive 1st Person Singular		1473							 my 				
999999	147051	678789	28335	Greek	ἡ	ἡ	hē	Art-NFS	Article - Nominative Feminine Singular		3588							 - 				
999999	147052	678790	28335	Greek	διακονία	διακονία	diakonia	N-NFS	Noun - Nominative Feminine Singular		1248							 service 				
999999	147054	678791	28335	Greek	ἡ	ἡ	hē	Art-NFS	Article - Nominative Feminine Singular		3588							 - 				
999999	147055	678792	28335	Greek	εἰς	εἰς	eis	Prep	Preposition		1519							 in 				
999999	147056	678793	28335	Greek	Ἰερουσαλὴμ	Ἰερουσαλὴμ	Ierousalēm	N-AFS	Noun - Accusative Feminine Singular		2419							 Jerusalem 				
999999	147060	678794	28335	Greek	γένηται	γένηται	genētai	V-ASM-3S	Verb - Aorist Subjunctive Middle - 3rd Person Singular		1096							 may be 				
999999	147057	678795	28335	Greek	εὐπρόσδεκτος	εὐπρόσδεκτος	euprosdektos	Adj-NFS	Adjective - Nominative Feminine Singular		2144							 acceptable 				
999999	147058	678796	28335	Greek	τοῖς	τοῖς	tois	Art-DMP	Article - Dative Masculine Plural		3588							 to the 				
999999	147059	678797	28335	Greek	ἁγίοις	ἁγίοις	hagiois	Adj-DMP	Adjective - Dative Masculine Plural		40							 saints [there] 	,			
999999	147061	678798	28335	Greek																		
999999	147062	678799	28335	Greek																		
999999	147063	678800	28335	Greek																		
999999	147064	678801	28335	Greek																		
999999	147065	678802	28335	Greek																		
999999	147066	678803	28335	Greek																		
999999	147067	678804	28335	Greek																		
999999	147068	678805	28335	Greek																		
999999	147069	678806	28335	Greek																		
999999	147070	678807	28335	Greek																		
999999	147072	678808	28336	Greek	ἵνα	ἵνα	hina	Conj	Conjunction		2443	Romans 15:32						 so that 				
999999	147078	678809	28336	Greek	διὰ	διὰ	dia	Prep	Preposition		1223							 by 				
999999	147080	678810	28336	Greek	Θεοῦ	Θεοῦ	Theou	N-GMS	Noun - Genitive Masculine Singular		2316							 God’s 				
999999	147079	678811	28336	Greek	θελήματος	θελήματος	thelēmatos	N-GNS	Noun - Genitive Neuter Singular		2307							 will 				
999999	147075	678812	28336	Greek	ἐλθὼν	ἐλθὼν	elthōn	V-APA-NMS	Verb - Aorist Participle Active - Nominative Masculine Singular		2064							 I may come 				
999999	147076	678813	28336	Greek	πρὸς	πρὸς	pros	Prep	Preposition		4314							 to 				
999999	147077	678814	28336	Greek	ὑμᾶς	ὑμᾶς	hymas	PPro-A2P	Personal / Possessive Pronoun - Accusative 2nd Person Plural		4771							 you 				
999999	147073	678815	28336	Greek	ἐν	ἐν	en	Prep	Preposition		1722							 with 				
999999	147074	678816	28336	Greek	χαρᾷ	χαρᾷ	chara	N-DFS	Noun - Dative Feminine Singular		5479							 joy 				
999999	147081	678817	28336	Greek	συναναπαύσωμαι	συναναπαύσωμαι	synanapausōmai	V-ASM-1S	Verb - Aorist Subjunctive Middle - 1st Person Singular		4875							 and together with you be refreshed 				
999999	147082	678818	28336	Greek	ὑμῖν	ὑμῖν	hymin	PPro-D2P	Personal / Possessive Pronoun - Dative 2nd Person Plural		4771							 . . . 	.			
999999	147083	678819	28336	Greek																		
999999	147084	678820	28336	Greek																		
999999	147085	678821	28336	Greek																		
999999	147086	678822	28336	Greek																		
999999	147087	678823	28336	Greek																		
999999	147088	678824	28336	Greek																		
999999	147089	678825	28336	Greek																		
999999	147090	678826	28336	Greek																		
999999	147091	678827	28336	Greek																		
999999	147092	678828	28336	Greek																		
999999	147095	678829	28337	Greek	δὲ	δὲ	de	Conj	Conjunction		1161	Romans 15:33			<p class=|reg|>			 - 				
999999	147094	678830	28337	Greek	Ὁ	Ὁ	Ho	Art-NMS	Article - Nominative Masculine Singular		3588							 The 				
999999	147096	678831	28337	Greek	Θεὸς	Θεὸς	Theos	N-NMS	Noun - Nominative Masculine Singular		2316							 God 				
999999	147097	678832	28337	Greek	τῆς	τῆς	tēs	Art-GFS	Article - Genitive Feminine Singular		3588							 - 				
999999	147098	678833	28337	Greek	εἰρήνης	εἰρήνης	eirēnēs	N-GFS	Noun - Genitive Feminine Singular		1515							 of peace 				
999999	147099	678834	28337	Greek	μετὰ	μετὰ	meta	Prep	Preposition		3326							 [be] with 				
999999	147100	678835	28337	Greek	πάντων	πάντων	pantōn	Adj-GMP	Adjective - Genitive Masculine Plural		3956							 all 				
999999	147101	678836	28337	Greek	ὑμῶν	ὑμῶν	hymōn	PPro-G2P	Personal / Possessive Pronoun - Genitive 2nd Person Plural		4771							 of you 	.			
999999	147102	678837	28337	Greek	ἀμήν	ἀμήν	amēn	Heb	Hebrew Word 		281							 Amen 	.		Some manuscripts do not include <i>Amen.</i> One early manuscript places the text of Romans 16:25–27 here.	
999999	147103	678838	28337	Greek																		
999999	147104	678839	28337	Greek																		
999999	147105	678840	28337	Greek																		
999999	147106	678841	28337	Greek																		
999999	147107	678842	28337	Greek																		
999999	147108	678843	28337	Greek																		
999999	147109	678844	28337	Greek																		
999999	147110	678845	28337	Greek																		
999999	147111	678846	28337	Greek																		
999999	147112	678847	28337	Greek																		
999999	147115	678848	28338	Greek	δὲ	δὲ	de	Conj	Conjunction		1161	Romans 16:1	<p class=|hdg|>Personal Greetings and Love		<p class=|reg|>			 - 				
999999	147114	678849	28338	Greek	Συνίστημι	Συνίστημι	Synistēmi	V-PIA-1S	Verb - Present Indicative Active - 1st Person Singular		4921							 I commend 				
999999	147116	678850	28338	Greek	ὑμῖν	ὑμῖν	hymin	PPro-D2P	Personal / Possessive Pronoun - Dative 2nd Person Plural		4771							 to you 				
999999	147120	678851	28338	Greek	ἡμῶν	ἡμῶν	hēmōn	PPro-G1P	Personal / Possessive Pronoun - Genitive 1st Person Plural		1473							 our 				
999999	147118	678852	28338	Greek	τὴν	τὴν	tēn	Art-AFS	Article - Accusative Feminine Singular		3588							 - 				
999999	147119	678853	28338	Greek	ἀδελφὴν	ἀδελφὴν	adelphēn	N-AFS	Noun - Accusative Feminine Singular		79							 sister 				
999999	147117	678854	28338	Greek	Φοίβην	Φοίβην	Phoibēn	N-AFS	Noun - Accusative Feminine Singular		5402							 Phoebe 	,			
999999	147121	678855	28338	Greek	οὖσαν	οὖσαν	ousan	V-PPA-AFS	Verb - Present Participle Active - Accusative Feminine Singular		1510							 - 				
999999	147122	678856	28338	Greek	καὶ	‹καὶ›	kai	Conj	Conjunction		2532							 - 				
999999	147123	678857	28338	Greek	διάκονον	διάκονον	diakonon	N-AFS	Noun - Accusative Feminine Singular		1249							 a servant 			Or <i>deaconess</i>	
999999	147124	678858	28338	Greek	τῆς	τῆς	tēs	Art-GFS	Article - Genitive Feminine Singular		3588							 of the 				
999999	147125	678859	28338	Greek	ἐκκλησίας	ἐκκλησίας	ekklēsias	N-GFS	Noun - Genitive Feminine Singular		1577							 church 				
999999	147127	678860	28338	Greek	ἐν	ἐν	en	Prep	Preposition		1722							 in 				
999999	147126	678861	28338	Greek	τῆς	τῆς	tēs	Art-GFS	Article - Genitive Feminine Singular		3588							 - 				
999999	147128	678862	28338	Greek	Κενχρεαῖς	Κενχρεαῖς	Kenchreais	N-DFP	Noun - Dative Feminine Plural		2747							 Cenchrea 	.			
999999	147129	678863	28338	Greek																		
999999	147130	678864	28338	Greek																		
999999	147131	678865	28338	Greek																		
999999	147132	678866	28338	Greek																		
999999	147133	678867	28338	Greek																		
999999	147134	678868	28338	Greek																		
999999	147135	678869	28338	Greek																		
999999	147136	678870	28338	Greek																		
999999	147137	678871	28338	Greek																		
999999	147138	678872	28338	Greek																		
999999	147140	678873	28339	Greek	ἵνα	ἵνα	hina	Conj	Conjunction		2443	Romans 16:2						 - 				
999999	147142	678874	28339	Greek	προσδέξησθε	προσδέξησθε	prosdexēsthe	V-ASM-2P	Verb - Aorist Subjunctive Middle - 2nd Person Plural		4327							 Welcome 				
999999	147141	678875	28339	Greek	αὐτὴν	αὐτὴν	autēn	PPro-AF3S	Personal / Possessive Pronoun - Accusative Feminine 3rd Person Singular		846							 her 				
999999	147143	678876	28339	Greek	ἐν	ἐν	en	Prep	Preposition		1722							 in 				
999999	147144	678877	28339	Greek	Κυρίῳ	Κυρίῳ	Kyriō	N-DMS	Noun - Dative Masculine Singular		2962							 [the] Lord 				
999999	147145	678878	28339	Greek	ἀξίως	ἀξίως	axiōs	Adv	Adverb		516							 in a manner worthy 				
999999	147146	678879	28339	Greek	τῶν	τῶν	tōn	Art-GMP	Article - Genitive Masculine Plural		3588							 - 				
999999	147147	678880	28339	Greek	ἁγίων	ἁγίων	hagiōn	Adj-GMP	Adjective - Genitive Masculine Plural		40							 of [the] saints 	,			
999999	147148	678881	28339	Greek	καὶ	καὶ	kai	Conj	Conjunction		2532							 and 				
999999	147149	678882	28339	Greek	παραστῆτε	παραστῆτε	parastēte	V-ASA-2P	Verb - Aorist Subjunctive Active - 2nd Person Plural		3936							 assist 				
999999	147150	678883	28339	Greek	αὐτῇ	αὐτῇ	autē	PPro-DF3S	Personal / Possessive Pronoun - Dative Feminine 3rd Person Singular		846							 her 				
999999	147151	678884	28339	Greek	ἐν	ἐν	en	Prep	Preposition		1722							 with 				
999999	147152	678885	28339	Greek	ᾧ	ᾧ	hō	RelPro-DNS	Personal / Relative Pronoun - Dative Neuter Singular		3739							 anything 				
999999	147153	678886	28339	Greek	ἂν	ἂν	an	Prtcl	Particle		302							 . . . 				
999999	147156	678887	28339	Greek	πράγματι	πράγματι	pragmati	N-DNS	Noun - Dative Neuter Singular		4229							 . . . 				
999999	147155	678888	28339	Greek	χρῄζῃ	χρῄζῃ	chrēzē	V-PSA-3S	Verb - Present Subjunctive Active - 3rd Person Singular		5535							 she may need 				
999999	147154	678889	28339	Greek	ὑμῶν	ὑμῶν	hymōn	PPro-G2P	Personal / Possessive Pronoun - Genitive 2nd Person Plural		4771							 from you 	.			
999999	147158	678890	28339	Greek	γὰρ	γὰρ	gar	Conj	Conjunction		1063							 For 				
999999	147159	678891	28339	Greek	αὐτὴ	αὐτὴ	autē	PPro-NF3S	Personal / Possessive Pronoun - Nominative Feminine 3rd Person Singular		846							 she 				
999999	147157	678892	28339	Greek	καὶ	καὶ	kai	Conj	Conjunction		2532							 - 				
999999	147162	678893	28339	Greek	ἐγενήθη	ἐγενήθη	egenēthē	V-AIP-3S	Verb - Aorist Indicative Passive - 3rd Person Singular		1096							 has been 				
999999	147160	678894	28339	Greek	προστάτις	προστάτις	prostatis	N-NFS	Noun - Nominative Feminine Singular		4368							 a great help 				
999999	147161	678895	28339	Greek	πολλῶν	πολλῶν	pollōn	Adj-GMP	Adjective - Genitive Masculine Plural		4183							 to many [people] 	,			
999999	147163	678896	28339	Greek	καὶ	καὶ	kai	Conj	Conjunction		2532							 including 				
999999	147164	678897	28339	Greek	ἐμοῦ	ἐμοῦ	emou	PPro-G1S	Personal / Possessive Pronoun - Genitive 1st Person Singular		1473							 me 				
999999	147165	678898	28339	Greek	αὐτοῦ	αὐτοῦ	autou	PPro-GM3S	Personal / Possessive Pronoun - Genitive Masculine 3rd Person Singular		846							 . . . 	.			
999999	147166	678899	28339	Greek																		
999999	147167	678900	28339	Greek																		
999999	147168	678901	28339	Greek																		
999999	147169	678902	28339	Greek																		
999999	147170	678903	28339	Greek																		
999999	147171	678904	28339	Greek																		
999999	147172	678905	28339	Greek																		
999999	147173	678906	28339	Greek																		
999999	147174	678907	28339	Greek																		
999999	147175	678908	28339	Greek																		
999999	147177	678909	28340	Greek	Ἀσπάσασθε	Ἀσπάσασθε	Aspasasthe	V-AMM-2P	Verb - Aorist Imperative Middle - 2nd Person Plural		782	Romans 16:3			<p class=|reg|>			 Greet 				
999999	147178	678910	28340	Greek	Πρίσκαν	Πρίσκαν	Priskan	N-AFS	Noun - Accusative Feminine Singular		4251							 Prisca 			<i>Prisca</i> is a variant of <i>Priscilla</i>; see Acts 18:2.	
999999	147179	678911	28340	Greek	καὶ	καὶ	kai	Conj	Conjunction		2532							 and 				
999999	147180	678912	28340	Greek	Ἀκύλαν	Ἀκύλαν	Akylan	N-AMS	Noun - Accusative Masculine Singular		207							 Aquila 	,			
999999	147183	678913	28340	Greek	μου	μου	mou	PPro-G1S	Personal / Possessive Pronoun - Genitive 1st Person Singular		1473							 my 				
999999	147181	678914	28340	Greek	τοὺς	τοὺς	tous	Art-AMP	Article - Accusative Masculine Plural		3588							 - 				
999999	147182	678915	28340	Greek	συνεργούς	συνεργούς	synergous	Adj-AMP	Adjective - Accusative Masculine Plural		4904							 fellow workers 				
999999	147184	678916	28340	Greek	ἐν	ἐν	en	Prep	Preposition		1722							 in 				
999999	147185	678917	28340	Greek	Χριστῷ	Χριστῷ	Christō	N-DMS	Noun - Dative Masculine Singular		5547							 Christ 				
999999	147186	678918	28340	Greek	Ἰησοῦ	Ἰησοῦ	Iēsou	N-DMS	Noun - Dative Masculine Singular		2424							 Jesus 	,			
999999	147187	678919	28340	Greek																		
999999	147188	678920	28340	Greek																		
999999	147189	678921	28340	Greek																		
999999	147190	678922	28340	Greek																		
999999	147191	678923	28340	Greek																		
999999	147192	678924	28340	Greek																		
999999	147193	678925	28340	Greek																		
999999	147194	678926	28340	Greek																		
999999	147195	678927	28340	Greek																		
999999	147196	678928	28340	Greek																		
999999	147198	678929	28341	Greek	οἵτινες	οἵτινες	hoitines	RelPro-NMP	Personal / Relative Pronoun - Nominative Masculine Plural		3748	Romans 16:4						 who 				
999999	147206	678930	28341	Greek	ὑπέθηκαν	ὑπέθηκαν	hypethēkan	V-AIA-3P	Verb - Aorist Indicative Active - 3rd Person Plural		5294							 have risked 				
999999	147204	678931	28341	Greek	ἑαυτῶν	ἑαυτῶν	heautōn	RefPro-GM3P	Reflexive Pronoun - Genitive Masculine 3rd Person Plural		1438							 their 				
999999	147203	678932	28341	Greek	τὸν	τὸν	ton	Art-AMS	Article - Accusative Masculine Singular		3588							 - 				
999999	147205	678933	28341	Greek	τράχηλον	τράχηλον	trachēlon	N-AMS	Noun - Accusative Masculine Singular		5137							 [lives] 				
999999	147199	678934	28341	Greek	ὑπὲρ	ὑπὲρ	hyper	Prep	Preposition		5228							 for 				
999999	147202	678935	28341	Greek	μου	μου	mou	PPro-G1S	Personal / Possessive Pronoun - Genitive 1st Person Singular		1473							 me 				
999999	147200	678936	28341	Greek	τῆς	τῆς	tēs	Art-GFS	Article - Genitive Feminine Singular		3588							 . . . 				
999999	147201	678937	28341	Greek	ψυχῆς	ψυχῆς	psychēs	N-GFS	Noun - Genitive Feminine Singular		5590							 . . . 	.			
999999	147207	678938	28341	Greek	οἷς	οἷς	hois	RelPro-DMP	Personal / Relative Pronoun - Dative Masculine Plural		3739							 - 				
999999	147208	678939	28341	Greek	οὐκ	οὐκ	ouk	Adv	Adverb		3756							 Not 				
999999	147210	678940	28341	Greek	μόνος	μόνος	monos	Adj-NMS	Adjective - Nominative Masculine Singular		3441							 only 				
999999	147209	678941	28341	Greek	ἐγὼ	ἐγὼ	egō	PPro-N1S	Personal / Possessive Pronoun - Nominative 1st Person Singular		1473							 I 				
999999	147212	678942	28341	Greek	ἀλλὰ	ἀλλὰ	alla	Conj	Conjunction		235							 but 				
999999	147213	678943	28341	Greek	καὶ	καὶ	kai	Conj	Conjunction		2532							 - 				
999999	147214	678944	28341	Greek	πᾶσαι	πᾶσαι	pasai	Adj-NFP	Adjective - Nominative Feminine Plural		3956							 all 				
999999	147215	678945	28341	Greek	αἱ	αἱ	hai	Art-NFP	Article - Nominative Feminine Plural		3588							 the 				
999999	147216	678946	28341	Greek	ἐκκλησίαι	ἐκκλησίαι	ekklēsiai	N-NFP	Noun - Nominative Feminine Plural		1577							 churches 				
999999	147217	678947	28341	Greek	τῶν	τῶν	tōn	Art-GNP	Article - Genitive Neuter Plural		3588							 of the 				
999999	147218	678948	28341	Greek	ἐθνῶν	ἐθνῶν	ethnōn	N-GNP	Noun - Genitive Neuter Plural		1484							 Gentiles 				
999999	147211	678949	28341	Greek	εὐχαριστῶ	εὐχαριστῶ	eucharistō	V-PIA-1S	Verb - Present Indicative Active - 1st Person Singular		2168							 are grateful [to them] 	.			
999999	147219	678950	28341	Greek																		
999999	147220	678951	28341	Greek																		
999999	147221	678952	28341	Greek																		
999999	147222	678953	28341	Greek																		
999999	147223	678954	28341	Greek																		
999999	147224	678955	28341	Greek																		
999999	147225	678956	28341	Greek																		
999999	147226	678957	28341	Greek																		
999999	147227	678958	28341	Greek																		
999999	147228	678959	28341	Greek																		
999999	147230	678960	28342	Greek	καὶ	καὶ	kai	Conj	Conjunction		2532	Romans 16:5						 [Greet also] 				
999999	147231	678961	28342	Greek	τὴν	τὴν	tēn	Art-AFS	Article - Accusative Feminine Singular		3588							 the 				
999999	147235	678962	28342	Greek	ἐκκλησίαν	ἐκκλησίαν	ekklēsian	N-AFS	Noun - Accusative Feminine Singular		1577							 church 				
999999	147232	678963	28342	Greek	κατ’	κατ’	kat’	Prep	Preposition		2596							 [that meets] at 				
999999	147234	678964	28342	Greek	αὐτῶν	αὐτῶν	autōn	PPro-GM3P	Personal / Possessive Pronoun - Genitive Masculine 3rd Person Plural		846							 their 				
999999	147233	678965	28342	Greek	οἶκον	οἶκον	oikon	N-AMS	Noun - Accusative Masculine Singular		3624							 house 	.			
999999	147236	678966	28342	Greek	Ἀσπάσασθε	Ἀσπάσασθε	Aspasasthe	V-AMM-2P	Verb - Aorist Imperative Middle - 2nd Person Plural		782				<p class=|reg|>			 Greet 				
999999	147240	678967	28342	Greek	μου	μου	mou	PPro-G1S	Personal / Possessive Pronoun - Genitive 1st Person Singular		1473							 my 				
999999	147238	678968	28342	Greek	τὸν	τὸν	ton	Art-AMS	Article - Accusative Masculine Singular		3588							 - 				
999999	147239	678969	28342	Greek	ἀγαπητόν	ἀγαπητόν	agapēton	Adj-AMS	Adjective - Accusative Masculine Singular		27							 beloved 				
999999	147237	678970	28342	Greek	Ἐπαίνετον	Ἐπαίνετον	Epaineton	N-AMS	Noun - Accusative Masculine Singular		1866							 Epenetus 	,			
999999	147241	678971	28342	Greek	ὅς	ὅς	hos	RelPro-NMS	Personal / Relative Pronoun - Nominative Masculine Singular		3739							 who 				
999999	147242	678972	28342	Greek	ἐστιν	ἐστιν	estin	V-PIA-3S	Verb - Present Indicative Active - 3rd Person Singular		1510							 was 				
999999	147243	678973	28342	Greek	ἀπαρχὴ	ἀπαρχὴ	aparchē	N-NFS	Noun - Nominative Feminine Singular		536							 the first [convert] 				
999999	147246	678974	28342	Greek	εἰς	εἰς	eis	Prep	Preposition		1519							 to 				
999999	147247	678975	28342	Greek	Χριστόν	Χριστόν	Christon	N-AMS	Noun - Accusative Masculine Singular		5547							 Christ 				
999999	147244	678976	28342	Greek	τῆς	τῆς	tēs	Art-GFS	Article - Genitive Feminine Singular		3588							 - 				
999999	147245	678977	28342	Greek	Ἀσίας	Ἀσίας	Asias	N-GFS	Noun - Genitive Feminine Singular		773							 in [the province of] Asia 	.		Literally <i>in Asia</i>; Asia was a Roman province in what is now western Turkey. 	
999999	147248	678978	28342	Greek																		
999999	147249	678979	28342	Greek																		
999999	147250	678980	28342	Greek																		
999999	147251	678981	28342	Greek																		
999999	147252	678982	28342	Greek																		
999999	147253	678983	28342	Greek																		
999999	147254	678984	28342	Greek																		
999999	147255	678985	28342	Greek																		
999999	147256	678986	28342	Greek																		
999999	147257	678987	28342	Greek																		
999999	147259	678988	28343	Greek	Ἀσπάσασθε	Ἀσπάσασθε	Aspasasthe	V-AMM-2P	Verb - Aorist Imperative Middle - 2nd Person Plural		782	Romans 16:6			<p class=|reg|>			 Greet 				
999999	147260	678989	28343	Greek	Μαριάν	Μαριάν	Marian	N-AFS	Noun - Accusative Feminine Singular		3137							 Mary 	,			
999999	147261	678990	28343	Greek	ἥτις	ἥτις	hētis	RelPro-NFS	Personal / Relative Pronoun - Nominative Feminine Singular		3748							 who 				
999999	147263	678991	28343	Greek	ἐκοπίασεν	ἐκοπίασεν	ekopiasen	V-AIA-3S	Verb - Aorist Indicative Active - 3rd Person Singular		2872							 has worked 				
999999	147262	678992	28343	Greek	πολλὰ	πολλὰ	polla	Adj-ANP	Adjective - Accusative Neuter Plural		4183							 very hard 				
999999	147264	678993	28343	Greek	εἰς	εἰς	eis	Prep	Preposition		1519							 for 				
999999	147265	678994	28343	Greek	ὑμᾶς	ὑμᾶς	hymas	PPro-A2P	Personal / Possessive Pronoun - Accusative 2nd Person Plural		4771							 you 	.			
999999	147266	678995	28343	Greek																		
999999	147267	678996	28343	Greek																		
999999	147268	678997	28343	Greek																		
999999	147269	678998	28343	Greek																		
999999	147270	678999	28343	Greek																		
999999	147271	679000	28343	Greek																		
999999	147272	679001	28343	Greek																		
999999	147273	679002	28343	Greek																		
999999	147274	679003	28343	Greek																		
999999	147275	679004	28343	Greek																		
999999	147277	679005	28344	Greek	Ἀσπάσασθε	Ἀσπάσασθε	Aspasasthe	V-AMM-2P	Verb - Aorist Imperative Middle - 2nd Person Plural		782	Romans 16:7			<p class=|reg|>			 Greet 				
999999	147278	679006	28344	Greek	Ἀνδρόνικον	Ἀνδρόνικον	Andronikon	N-AMS	Noun - Accusative Masculine Singular		408							 Andronicus 				
999999	147279	679007	28344	Greek	καὶ	καὶ	kai	Conj	Conjunction		2532							 and 				
999999	147280	679008	28344	Greek	Ἰουνίαν	Ἰουνίαν	Iounian	N-AFS	Noun - Accusative Feminine Singular		2458							 Junia 	,		Some translators <i>Junias</i>	
999999	147283	679009	28344	Greek	μου	μου	mou	PPro-G1S	Personal / Possessive Pronoun - Genitive 1st Person Singular		1473							 my 				
999999	147281	679010	28344	Greek	τοὺς	τοὺς	tous	Art-AMP	Article - Accusative Masculine Plural		3588							 - 				
999999	147282	679011	28344	Greek	συγγενεῖς	συγγενεῖς	syngeneis	Adj-AMP	Adjective - Accusative Masculine Plural		4773							 fellow countrymen 				
999999	147284	679012	28344	Greek	καὶ	καὶ	kai	Conj	Conjunction		2532							 and 				
999999	147286	679013	28344	Greek	μου	μου	mou	PPro-G1S	Personal / Possessive Pronoun - Genitive 1st Person Singular		1473							 - 				
999999	147285	679014	28344	Greek	συναιχμαλώτους	συναιχμαλώτους	synaichmalōtous	N-AMP	Noun - Accusative Masculine Plural		4869							 fellow prisoners 	.			
999999	147287	679015	28344	Greek	οἵτινές	οἵτινές	hoitines	RelPro-NMP	Personal / Relative Pronoun - Nominative Masculine Plural		3748							 [They] 				
999999	147288	679016	28344	Greek	εἰσιν	εἰσιν	eisin	V-PIA-3P	Verb - Present Indicative Active - 3rd Person Plural		1510							 are 				
999999	147289	679017	28344	Greek	ἐπίσημοι	ἐπίσημοι	episēmoi	Adj-NMP	Adjective - Nominative Masculine Plural		1978							 outstanding 				
999999	147290	679018	28344	Greek	ἐν	ἐν	en	Prep	Preposition		1722							 among 				
999999	147291	679019	28344	Greek	τοῖς	τοῖς	tois	Art-DMP	Article - Dative Masculine Plural		3588							 the 				
999999	147292	679020	28344	Greek	ἀποστόλοις	ἀποστόλοις	apostolois	N-DMP	Noun - Dative Masculine Plural		652							 apostles 	,			
999999	147294	679021	28344	Greek	καὶ	καὶ	kai	Conj	Conjunction		2532							 and 				
999999	147293	679022	28344	Greek	οἳ	οἳ	hoi	RelPro-NMP	Personal / Relative Pronoun - Nominative Masculine Plural		3739							 [they] 				
999999	147297	679023	28344	Greek	γέγοναν	γέγοναν	gegonan	V-RIA-3P	Verb - Perfect Indicative Active - 3rd Person Plural		1096							 were 				
999999	147298	679024	28344	Greek	ἐν	ἐν	en	Prep	Preposition		1722							 in 				
999999	147299	679025	28344	Greek	Χριστῷ	Χριστῷ	Christō	N-DMS	Noun - Dative Masculine Singular		5547							 Christ 				
999999	147295	679026	28344	Greek	πρὸ	πρὸ	pro	Prep	Preposition		4253							 before 				
999999	147296	679027	28344	Greek	ἐμοῦ	ἐμοῦ	emou	PPro-G1S	Personal / Possessive Pronoun - Genitive 1st Person Singular		1473							 I [was] 	.			
999999	147300	679028	28344	Greek																		
999999	147301	679029	28344	Greek																		
999999	147302	679030	28344	Greek																		
999999	147303	679031	28344	Greek																		
999999	147304	679032	28344	Greek																		
